tweet_id,raw,clean,created_at,in_response_to
2627010,@Delta   Do yourself a favor and let the Detroit gate agents and gojet airlines know you still need declaration cards to get into Canada.,Do yourself a favor and let the Detroit gate agents and gojet airlines know you still need declaration cards to get into Canada.,Mon Oct 30 23:50:50 +0000 2017,
2922041,@Delta Don’t let DL4812 leave without us!,Don’t let DL4812 leave without us!,Wed Nov 29 01:56:08 +0000 2017,2922040
1878772,@Delta quarters has no way to contact them. The only reason I talked to them last night was because Find my iphone app lets you leave a message on,quarters has no way to contact them. The only reason I talked to them last night was because Find my iphone app lets you leave a message on,Mon Oct 30 16:21:55 +0000 2017,1878770
1167080,"@Delta I was talking about 4125 on October 12th, which a Delta agent told me was cancelled because there was no crew to fly the plane.","I was talking about 4125 on October 12th, which a Delta agent told me was cancelled because there was no crew to fly the plane.",Sun Oct 15 23:57:26 +0000 2017,1167079
1101243,@Delta I spoke with the representative at SAN. Hard to understand why my bag got diverted to 2 other airports even though I made my one connection,I spoke with the representative at SAN. Hard to understand why my bag got diverted to 2 other airports even though I made my one connection,Mon Oct 23 22:52:28 +0000 2017,1101242
2968530,"@Delta It also happened to my 7 year old daughter, but someone gave up their window seat for my middle seat so I could be with her. I was ultimately surprised that it didn't phase the gate agent or the flight attendants enough to try and help out.","It also happened to my 7 year old daughter, but someone gave up their window seat for my middle seat so I could be with her. I was ultimately surprised that it didn't phase the gate agent or the flight attendants enough to try and help out.",Wed Nov 29 23:56:59 +0000 2017,2968529
2713381,@761733 @Delta Delta Do The Right Thang...honor the companion cert....,Delta Do The Right Thang...honor the companion cert....,Mon Nov 20 03:43:20 +0000 2017,2713382
488937,@Delta flight dl0449 might have the friendliest flight attendant ever.  #customerservice,flight dl0449 might have the friendliest flight attendant ever. #customerservice,Fri Dec 01 16:20:33 +0000 2017,
1701328,@Delta @515849 No..pricing is based on nothing except b.s.,No..pricing is based on nothing except b.s.,Tue Nov 07 01:39:59 +0000 2017,1701325
1023115,@delta worst customer service ever! I moved my flight up and the agent 100% assured me my already checked bag would be on my new flight! #wrong #delta had to pay $75 for flight change &amp; #Delta won’t reimburse me!!!  Do NOT fly @Delta,worst customer service ever! I moved my flight up and the agent 100% assured me my already checked bag would be on my new flight! #wrong #delta had to pay $75 for flight change & #Delta won’t reimburse me!!! Do NOT fly,Fri Dec 01 01:39:57 +0000 2017,
1863096,@Delta is there any chance of your system actually allowing @116961 members to use their airmiles in business class? #whatpartnership? #poor,is there any chance of your system actually allowing members to use their airmiles in business class? #whatpartnership? #poor,Fri Oct 20 12:03:57 +0000 2017,
1542087,@delta once again I’ve been delayed after getting on flight! Is this becoming the norm? #deltasucks,once again I’ve been delayed after getting on flight! Is this becoming the norm? #deltasucks,Fri Nov 03 22:33:43 +0000 2017,
2718717,"@762964 @Delta @762963 I loved the @762963 ""Bitchiest Moments""! She is wonderful!","I loved the ""Bitchiest Moments""! She is wonderful!",Thu Nov 30 02:19:58 +0000 2017,2718640
403645,@Delta hate being at your mercy.  Your biz is more important than mine?  No crew.  Missing wheels up.  How is there no crew-no contingencys,hate being at your mercy. Your biz is more important than mine? No crew. Missing wheels up. How is there no crew-no contingencys,Mon Oct 09 19:58:50 +0000 2017,
400979,@Delta.  Here we are again at RDU and NO ground crew!,. Here we are again at RDU and NO ground crew!,Mon Oct 09 18:15:45 +0000 2017,
499383,"@Delta Thank you.  One more thing.  If you have use an E-credit and but still pay for a ticket , do you earn MQMs?","Thank you. One more thing. If you have use an E-credit and but still pay for a ticket , do you earn MQMs?",Fri Dec 01 22:30:27 +0000 2017,499382
2496967,@Delta thanks for the “window” seat https://t.co/2Yde73nYTG,thanks for the “window” seat,Mon Oct 30 00:35:57 +0000 2017,
533579,@Delta You should fix the boarding Zone glitch when getting Upgraded at the gate. Should have changed from Sky to PREM. https://t.co/ZgcnXzS3k1,You should fix the boarding Zone glitch when getting Upgraded at the gate. Should have changed from Sky to PREM.,Sat Dec 02 11:44:50 +0000 2017,
1171452,@Delta Probably one of the worst flight experiences I’ve had. Zero attempts from crew to even try to make up for it. Cup of water? A granola bar?,Probably one of the worst flight experiences I’ve had. Zero attempts from crew to even try to make up for it. Cup of water? A granola bar?,Wed Oct 25 01:12:00 +0000 2017,1171451
126208,"Thanks for requesting my review of the nonexistent YVR Sky Club, @Delta https://t.co/sv88zzHUkj","Thanks for requesting my review of the nonexistent YVR Sky Club,",Fri Nov 24 02:36:29 +0000 2017,
997490,Heading home! #endofanadventure #travel @Delta https://t.co/YVy2q6mtrC,Heading home! #endofanadventure #travel,Sat Nov 11 02:40:37 +0000 2017,
176577,Things that are miserable: flying in the third trimester. Things that make it worse: flying over a holiday weekend with a child screaming and kicking your seat non-stop for two hours paired with @delta's lack of leg room #literalhell,Things that are miserable: flying in the third trimester. Things that make it worse: flying over a holiday weekend with a child screaming and kicking your seat non-stop for two hours paired with 's lack of leg room #literalhell,Sat Nov 25 00:35:16 +0000 2017,
1430177,@Delta Well im lost,Well im lost,Mon Oct 16 18:36:44 +0000 2017,1430176
2405589,@Delta I tried them - they did not help.  Is there no way to check the status of a claim?  I never got a notification that the claim had been closed.,I tried them - they did not help. Is there no way to check the status of a claim? I never got a notification that the claim had been closed.,Tue Nov 14 15:09:36 +0000 2017,2405588
404744,@Delta For some reason my last two flights with you did not have functioning WiFi. Kinda annoying being I wanted to work during my flight.,For some reason my last two flights with you did not have functioning WiFi. Kinda annoying being I wanted to work during my flight.,Mon Oct 09 20:14:57 +0000 2017,
985215,@Delta we are in tsa line. Don't leave us in Asheville just because they didn't open until 6:15,we are in tsa line. Don't leave us in Asheville just because they didn't open until 6:15,Sun Oct 22 10:39:08 +0000 2017,
2926858,@Delta Delta should fly to CPH🇩🇰all year round instead of just the summer months 😀,Delta should fly to CPH🇩🇰all year round instead of just the summer months 😀,Wed Nov 29 04:00:56 +0000 2017,2926859
2633413,@Delta We’re boarding. I give you all credit,We’re boarding. I give you all credit,Tue Oct 31 00:48:04 +0000 2017,2633414
2236643,"@SouthwestAir Yes, I know this. I'm saying y'all need to changed that. $4,500 guitars aren't supposed to go to damn baggage claim. Your competitors @116450 @AmericanAir &amp; @Delta let passengers get their gate checked bags right off the plane. Get with the program","Yes, I know this. I'm saying y'all need to changed that. $4,500 guitars aren't supposed to go to damn baggage claim. Your competitors & let passengers get their gate checked bags right off the plane. Get with the program",Fri Nov 10 16:53:46 +0000 2017,2236644
642285,@VirginAmerica @118580 @Delta Three elderly folks crying now. Will film shortly once I get their permission.,Three elderly folks crying now. Will film shortly once I get their permission.,Tue Oct 03 20:17:46 +0000 2017,642288
1630602,@Delta is terrible.,is terrible.,Sun Nov 26 04:02:03 +0000 2017,
2970823,@Delta Flights now are 3X the cost when I planned the trip 3 months ago.  What is the suggestion to correct?,Flights now are 3X the cost when I planned the trip 3 months ago. What is the suggestion to correct?,Thu Nov 30 00:57:28 +0000 2017,2970822
2104042,@Delta DL3458 is late because you parked the plane at the wrong gate. How late will we be? Gate crew doesn’t know where the plane is...🙄,DL3458 is late because you parked the plane at the wrong gate. How late will we be? Gate crew doesn’t know where the plane is...🙄,Wed Nov 08 12:11:09 +0000 2017,
999777,@Delta Thank you. What about the first class cabin?,Thank you. What about the first class cabin?,Thu Oct 12 20:12:56 +0000 2017,999776
1358429,@136892 @Delta Hmmmm blue tooth head set??,Hmmmm blue tooth head set??,Mon Oct 16 17:19:50 +0000 2017,1358427
2928721,@Delta Yes! Thanks,Yes! Thanks,Wed Nov 29 05:38:11 +0000 2017,2928722
2616956,@Delta DM’d 👍🏻,DM’d 👍🏻,Fri Nov 17 14:37:22 +0000 2017,2616955
2542507,@Delta fantastic pilot on DL0864 this am out of PHL. Came out to first class to greet everyone. #delta #loyaldeltaflyer #whyIDelta,fantastic pilot on DL0864 this am out of PHL. Came out to first class to greet everyone. #delta #loyaldeltaflyer #whyIDelta,Thu Nov 16 12:11:52 +0000 2017,
323899,@Delta adjusted my schedule to get me home earlier than my original itinerary. acted quickly to find solutions and all done via @123765 😎👌🏻,adjusted my schedule to get me home earlier than my original itinerary. acted quickly to find solutions and all done via 😎👌🏻,Sat Oct 07 14:48:22 +0000 2017,
2098575,"@Delta Sorted, yay 🎉","Sorted, yay 🎉",Mon Nov 20 23:39:15 +0000 2017,2098574
1247865,"THANK YOU, @Delta 🙌🏼✨ #TheHumanizingProject sign and I made it safely to LA! https://t.co/Ersq7Uzg3G","THANK YOU, 🙌🏼✨ #TheHumanizingProject sign and I made it safely to LA!",Thu Oct 26 01:40:05 +0000 2017,
2854489,Booked my last two flights for the year to get Gold status on @Delta 🙌🏽,Booked my last two flights for the year to get Gold status on 🙌🏽,Mon Nov 27 20:51:02 +0000 2017,
1302899,@Delta You can tell me here.,You can tell me here.,Fri Oct 27 00:56:52 +0000 2017,1302898
1380215,@Delta I do - thanks for assisting.,I do - thanks for assisting.,Mon Oct 16 16:13:23 +0000 2017,1380214
260904,@Delta Ewa(the lead FA)&amp; Tatiana (gate agent on arrival) were very responsive after I explained to them &amp;actually cared. Both should be commended,Ewa(the lead FA)& Tatiana (gate agent on arrival) were very responsive after I explained to them &actually cared. Both should be commended,Thu Oct 05 22:08:45 +0000 2017,260903
2073383,@Delta Can you tell me the brand of complimentary sauvignon blanc wine available in the ATL Skyclubs? It is lovely!,Can you tell me the brand of complimentary sauvignon blanc wine available in the ATL Skyclubs? It is lovely!,Thu Oct 19 00:50:46 +0000 2017,
2854496,HeyO @Delta it'd be super great to get a partial refund for the trip I booked yesterday now $100 dollars/ticket cheaper today. Or you could just slide me into one of those Comfort+ seats... https://t.co/y1BrfmAuHM,HeyO it'd be super great to get a partial refund for the trip I booked yesterday now $100 dollars/ticket cheaper today. Or you could just slide me into one of those Comfort+ seats...,Mon Nov 27 20:44:29 +0000 2017,
1508856,". @158121 wtf is going on this morning? Hundreds of people in line to check in/bag drop, but only 2 @Delta agents working the desk?!",". wtf is going on this morning? Hundreds of people in line to check in/bag drop, but only 2 agents working the desk?!",Fri Apr 07 11:03:47 +0000 2017,
1966214,@582748 @Delta @264816 I'd be more than just a little ticked off if they were tweeting my PNR - especially while describing my checked items in rather clear detail,I'd be more than just a little ticked off if they were tweeting my PNR - especially while describing my checked items in rather clear detail,Tue Oct 31 11:32:52 +0000 2017,1966213
1456592,Thanks @Delta for auto booking us a connecting flight since we missed it cause of a delay made that super easy!!,Thanks for auto booking us a connecting flight since we missed it cause of a delay made that super easy!!,Thu Nov 02 19:59:20 +0000 2017,
888445,@Delta flying out of SFO Sunday afternoon to DTW. Flight #DL1197. Should I expect delays from fires?    Any change options available? DM me,flying out of SFO Sunday afternoon to DTW. Flight #DL1197. Should I expect delays from fires? Any change options available? DM me,Fri Oct 13 17:07:10 +0000 2017,
998865,@Delta gate agents were just as confused as why nothing was updating but luckily found the flight crew for the flight I needed - more helpful.,gate agents were just as confused as why nothing was updating but luckily found the flight crew for the flight I needed - more helpful.,Tue Oct 31 01:22:54 +0000 2017,998866
379046,@Delta: how long am I really going to wait for Gate to open at SFO? Last time it was &gt;1 hr.,: how long am I really going to wait for Gate to open at SFO? Last time it was >1 hr.,Mon Oct 09 05:43:41 +0000 2017,
321099,"@AskLyft Hey, any update on this (cc @Delta)?   Thanks.","Hey, any update on this (cc )? Thanks.",Fri Sep 08 15:35:17 +0000 2017,321100
2830328,@Delta Thanx to Carmen for helping me with Delta One award tickets to Sydney!  Awesome 😃,Thanx to Carmen for helping me with Delta One award tickets to Sydney! Awesome 😃,Mon Nov 27 12:45:31 +0000 2017,
2453729,@Delta @824 when do MQDs hit your #SkyMiles account: When a flight is booked or when the flight is complete?,when do MQDs hit your #SkyMiles account: When a flight is booked or when the flight is complete?,Sun Oct 29 18:34:26 +0000 2017,
1412679,@Delta Get more ppl answering phones.  I don't like waiting 25 minutes on silence.  Trying to connect a AMEX card to my account,Get more ppl answering phones. I don't like waiting 25 minutes on silence. Trying to connect a AMEX card to my account,Thu Nov 02 01:30:07 +0000 2017,1412678
1280775,And now @Delta offering free texting in-flight to all passengers... booming progress available to the masses 👍,And now offering free texting in-flight to all passengers... booming progress available to the masses 👍,Thu Oct 26 17:01:05 +0000 2017,1280776
266940,@Delta You seem to have closed the gate 10 minutes prior to closing. Did you sell my ticket to someone else despite being checked in? https://t.co/l4YYNWklAk,You seem to have closed the gate 10 minutes prior to closing. Did you sell my ticket to someone else despite being checked in?,Thu Oct 05 23:53:45 +0000 2017,
759117,@Delta the crew on flight 2506 had some of the best service ever it was difference of showing up to work and being passionate about service,the crew on flight 2506 had some of the best service ever it was difference of showing up to work and being passionate about service,Wed Oct 11 19:19:31 +0000 2017,
265667,@Delta Unfortunately LGA is LGA,Unfortunately LGA is LGA,Tue Oct 17 00:12:02 +0000 2017,265666
1888578,It wouldn’t be a flight with @Delta if it didn’t come complete with a delay. They are the worst. Every. Single. Time.,It wouldn’t be a flight with if it didn’t come complete with a delay. They are the worst. Every. Single. Time.,Mon Oct 23 16:05:28 +0000 2017,
1712131,@Delta Y’all are on 🔥🔥🔥. *MOM,Y’all are on 🔥🔥🔥.,Tue Nov 07 02:27:29 +0000 2017,1712130
1989781,"@Delta I was charged twice for two separate flights , can you assist me ?","I was charged twice for two separate flights , can you assist me ?",Thu Nov 02 14:35:31 +0000 2017,
881276,@Delta just got off the phone with Cathy in your corporate office. You should pay her to train your phone operators. Reward the excellence.,just got off the phone with Cathy in your corporate office. You should pay her to train your phone operators. Reward the excellence.,Fri Oct 20 19:22:55 +0000 2017,
2798603,Frustrated with @Delta for double booking my seat and then for not placing me in the empty seat next to the cute girl a few rows behind me,Frustrated with for double booking my seat and then for not placing me in the empty seat next to the cute girl a few rows behind me,Tue Nov 21 23:02:50 +0000 2017,
932163,Give @Delta another chance after exclusive @AmericanAir for two years = mistake screwed up paid seat again Love @AmericanAir,Give another chance after exclusive for two years = mistake screwed up paid seat again Love,Fri Oct 13 22:05:02 +0000 2017,
44478,Upgraded both times for this trip on @Delta   Loyalty pays off.,Upgraded both times for this trip on Loyalty pays off.,Sun Nov 26 00:53:05 +0000 2017,
2843130,Just booked our honeymoon tickets to Rome with a great #CyberMonday deal from @Delta !!!!!! https://t.co/M8fNxsn9ey,Just booked our honeymoon tickets to Rome with a great #CyberMonday deal from !!!!!!,Mon Nov 27 17:17:29 +0000 2017,
1253392,@Delta Nope.  Not mechanical.  No one in operations is answering the calls from crew/pilot.  Stranded in the plane at the gate. Help pls,Nope. Not mechanical. No one in operations is answering the calls from crew/pilot. Stranded in the plane at the gate. Help pls,Thu Oct 26 06:12:05 +0000 2017,1253394
949350,.@Delta you have screwed up service at LGA and folks are pissed. Lines are insane and #Skypriority is getting screwed!,. you have screwed up service at LGA and folks are pissed. Lines are insane and #Skypriority is getting screwed!,Fri Nov 10 00:37:59 +0000 2017,
2209640,"So, tell me @Delta - why the 2.5 hr delay for 3504, and why no reps in gate area A25 to offer a hint of explanation? #DTW #GrowingWeary","So, tell me - why the 2.5 hr delay for 3504, and why no reps in gate area A25 to offer a hint of explanation? #DTW #GrowingWeary",Fri Nov 10 03:51:35 +0000 2017,
1261449,Don't tell me the flight leave at 10:50 if I'm gonna spend 30 minutes waiting to take off @Delta,Don't tell me the flight leave at 10:50 if I'm gonna spend 30 minutes waiting to take off,Thu Oct 26 15:22:40 +0000 2017,
1990744,Another day with @Delta MCI-GRR today! As always #goodflight,Another day with MCI-GRR today! As always #goodflight,Wed Oct 18 19:05:31 +0000 2017,
2263954,@delta please hold flight DL61 destination Rio de Janeiro. There are at least 12 passagens trying to make this connection from Orlando. The flight from Orlando to Atlanta is about to depart,please hold flight DL61 destination Rio de Janeiro. There are at least 12 passagens trying to make this connection from Orlando. The flight from Orlando to Atlanta is about to depart,Sat Nov 11 02:47:10 +0000 2017,
964285,@AskAmex How long after Delta Gold cc approval will it arrive?,How long after Delta Gold cc approval will it arrive?,Sat Oct 21 22:43:18 +0000 2017,
304979,@Delta how much compensation do i get for a cancelled flight to europe,how much compensation do i get for a cancelled flight to europe,Mon Oct 30 23:36:50 +0000 2017,
333325,"@Delta hi, can you tell me why 5869 from Cmh to JFK is delayed?","hi, can you tell me why 5869 from Cmh to JFK is delayed?",Sat Oct 07 19:25:21 +0000 2017,
1300175,@Delta how do i find my credit for a flight that was canceled last month?,how do i find my credit for a flight that was canceled last month?,Thu Oct 26 23:35:58 +0000 2017,
1384709,"@delta Another flight, another maintenance delay. DL5849. Must bring the total of non-weather related delays in 2017 to a few dozen for me. New normal?","Another flight, another maintenance delay. DL5849. Must bring the total of non-weather related delays in 2017 to a few dozen for me. New normal?",Sat Nov 25 21:02:52 +0000 2017,
1194604,@Delta @116462 can you help with this? Your mobile website isn’t easy to navigate.,can you help with this? Your mobile website isn’t easy to navigate.,Wed Oct 25 01:49:15 +0000 2017,1194603
419916,@delta is offering a hotel room for 2 hours...this ordeal stared 10 hours ago,is offering a hotel room for 2 hours...this ordeal stared 10 hours ago,Tue Oct 10 06:01:05 +0000 2017,
470322,"@Delta Hi Delta, could you please reply to my DM, I have a serious inquiry and would really appreciate someone getting back to me.","Hi Delta, could you please reply to my DM, I have a serious inquiry and would really appreciate someone getting back to me.",Fri Dec 01 01:44:33 +0000 2017,
1141196,Yesterday I was in San Francisco. Today I'm in Minneapolis. Love that air travel makes this all possible! @Delta,Yesterday I was in San Francisco. Today I'm in Minneapolis. Love that air travel makes this all possible!,Tue Oct 24 15:29:47 +0000 2017,
1643453,@Delta I was able to get squared away however one of my staff booked via delta vacations and her hotel is not holding her room,I was able to get squared away however one of my staff booked via delta vacations and her hotel is not holding her room,Mon Nov 06 01:52:49 +0000 2017,1643452
2718781,@763047 @Delta @763046 @762963 Yeah but their not soft,Yeah but their not soft,Mon Nov 20 08:51:55 +0000 2017,2718780
1006808,Your plane is dripping on me @Delta...... https://t.co/jIOPL3vRLZ,Your plane is dripping on me ......,Sat Oct 14 12:04:50 +0000 2017,
284464,"@Delta 1614 is returning to the gate because a second bathroom is now not working! Higher fares, sour staff, tighter seats. C’mon #Congress!","1614 is returning to the gate because a second bathroom is now not working! Higher fares, sour staff, tighter seats. C’mon #Congress!",Fri Oct 06 13:08:17 +0000 2017,
720300,@Delta I appreciate that. So you’re going to apply an RUC to my account?  I’d consider that fair.,I appreciate that. So you’re going to apply an RUC to my account? I’d consider that fair.,Thu Oct 19 12:11:18 +0000 2017,720301
2768530,"@Delta why are my sister and I listed as standby for my flight tomorrow??? I bought these tickets months ago &amp; so help me god, If we don’t get on this flight!!!! https://t.co/xwopWlBACw","why are my sister and I listed as standby for my flight tomorrow??? I bought these tickets months ago & so help me god, If we don’t get on this flight!!!!",Tue Nov 21 11:53:24 +0000 2017,
1929982,"@Delta   I have been very disappointed in Delta Vacations customer Service. My FF # DL219826801
My conf # HZAARO   My seats on my",I have been very disappointed in Delta Vacations customer Service. My FF # DL219826801 My conf # HZAARO My seats on my,Wed Oct 18 15:11:18 +0000 2017,
1040038,@Delta this is not helpful I have spent over 12 hours on the phone with them. I may as well be speaking to a machine. @Delta,this is not helpful I have spent over 12 hours on the phone with them. I may as well be speaking to a machine.,Fri Nov 03 13:47:32 +0000 2017,1040037
1413946,"@Delta Hi Delta, this happened to me again for my flight tomorrow and now someone has taken my seat. Need assistance please","Hi Delta, this happened to me again for my flight tomorrow and now someone has taken my seat. Need assistance please",Sat Nov 04 21:25:01 +0000 2017,1413945
2426415,@Delta thanks for passing it on. Still stuck in line with boarding time quickly approaching.  Hope it helps someone else in the future here,thanks for passing it on. Still stuck in line with boarding time quickly approaching. Hope it helps someone else in the future here,Tue Nov 14 20:07:43 +0000 2017,2426414
1622613,.@Delta hold my flight at A66 in Detroit.,. hold my flight at A66 in Detroit.,Tue Oct 17 12:01:48 +0000 2017,
2271154,"@Delta The problem is that there are two airports which operate under KUL. 😬 for the record, terminal M is at the airport KLIA1 (the other airport)","The problem is that there are two airports which operate under KUL. 😬 for the record, terminal M is at the airport KLIA1 (the other airport)",Sat Nov 11 13:10:23 +0000 2017,2271153
342855,@197624 @Delta The good news is with delta customer service..once the delay is 12 hrs or more..you might get a $100 travel voucher. Food/drinks? No.,The good news is with delta customer service..once the delay is 12 hrs or more..you might get a $100 travel voucher. Food/drinks? No.,Tue Oct 17 19:55:04 +0000 2017,342853
1280767,@Delta The flight my bags were to be sent on after you all messed up the first time 😡🔥😡🔥 https://t.co/Fbw10Qkvif,The flight my bags were to be sent on after you all messed up the first time 😡🔥😡🔥,Thu Oct 26 18:15:03 +0000 2017,1280766
1363386,"@Delta terrible customer service! On a first class ticket, delayed due to delta error for 9 hours in SAN.  Will not let me access the club!","terrible customer service! On a first class ticket, delayed due to delta error for 9 hours in SAN. Will not let me access the club!",Fri Oct 27 20:18:37 +0000 2017,
1291378,"Ok @SouthwestAir , I can’t hide it anymore. Please forgive us ! I am flying on Delta at Love and I feel like I’ve betrayed you. Going to EWN","Ok , I can’t hide it anymore. Please forgive us ! I am flying on Delta at Love and I feel like I’ve betrayed you. Going to EWN",Thu Oct 26 20:35:45 +0000 2017,
1924883,@Delta My question is why was I taken off the top of economy comfort list and moved to first class list and given neither,My question is why was I taken off the top of economy comfort list and moved to first class list and given neither,Fri Oct 27 13:32:34 +0000 2017,1332931
334206,Happy to get my @195626 on today @delta https://t.co/ZM5Tb6O7d1 https://t.co/x6zhKnlWUS,Happy to get my on today,Sat Oct 07 18:25:49 +0000 2017,
1388239,@442987 @442988 @AmericanAir @Delta is the best airline in the sky! Great customer service from real people who always seem to understand what it's like to be a passenger. Take the step up John M. #keepclimbing,is the best airline in the sky! Great customer service from real people who always seem to understand what it's like to be a passenger. Take the step up John M. #keepclimbing,Mon Nov 20 12:13:11 +0000 2017,1388240
663288,Cold view from the @delta A350 flagship https://t.co/pedslWSykC,Cold view from the A350 flagship,Sat Nov 25 07:26:18 +0000 2017,
1184114,@Delta we want to say Thank You to *CTR who understood the needs/concerns in regards to getting my husband to his destination! Thnx again! 😍,we want to say Thank You to *CTR who understood the needs/concerns in regards to getting my husband to his destination! Thnx again! 😍,Tue Oct 24 21:51:08 +0000 2017,
1343790,@delta fucking up again. Nobody at SJC can help. Where’s the manager? Who’s in charge. Sitting here waiting.....,fucking up again. Nobody at SJC can help. Where’s the manager? Who’s in charge. Sitting here waiting.....,Fri Oct 27 16:07:41 +0000 2017,
1808785,"@Delta The system changes earlier this week took away your call center agent ability to build awards by schedule/segment, so they can't help","The system changes earlier this week took away your call center agent ability to build awards by schedule/segment, so they can't help",Sat Oct 14 16:25:10 +0000 2017,1808784
1341987,"@Delta Wish I had had one of those certificates y'all give to hand the FAs working First, but alas I left them all at home","Wish I had had one of those certificates y'all give to hand the FAs working First, but alas I left them all at home",Fri Oct 27 16:07:36 +0000 2017,1341986
121174,Today i’m thankful for Wi-fi and the 1st class upgrade!!   TY @Delta  &amp; Have an Awesome Thanksgiving 🦃 https://t.co/00MN5pUtXV,Today i’m thankful for Wi-fi and the 1st class upgrade!! TY & Have an Awesome Thanksgiving 🦃,Thu Nov 23 23:28:03 +0000 2017,
869821,@DELTA hi. My wife is wanting to change her flight to an earlier one this Monday. Confirm gb6lg6,hi. My wife is wanting to change her flight to an earlier one this Monday. Confirm gb6lg6,Sat Jul 08 17:29:54 +0000 2017,
2008024,"@Delta stuck in Minnesota, but the Delta crew was very kind and did the best they could to help the passengers.","stuck in Minnesota, but the Delta crew was very kind and did the best they could to help the passengers.",Sat Nov 04 15:04:58 +0000 2017,
996591,@Delta I didn’t have an “unfavorable impression”. I paid for a premium seat and was given something less. Basically I was ripped off.,I didn’t have an “unfavorable impression”. I paid for a premium seat and was given something less. Basically I was ripped off.,Thu Oct 12 01:31:04 +0000 2017,983932
2785195,@Delta Thanks for the prompt response but based on the experience I think it is unlikely.,Thanks for the prompt response but based on the experience I think it is unlikely.,Mon Nov 27 10:24:11 +0000 2017,2785194
2653690,@DELTA no one support phone works. Trying to antecipate a fly. No contact possible.,no one support phone works. Trying to antecipate a fly. No contact possible.,Sat Nov 18 13:27:52 +0000 2017,
2872910,@delta The November issue of Sky magazine included the best comprehensive profile of Atlanta that I've ever read. Great job everyone!,The November issue of Sky magazine included the best comprehensive profile of Atlanta that I've ever read. Great job everyone!,Tue Nov 28 03:44:00 +0000 2017,
832140,"@Delta When a flights incredibly delayed like DL3554 tonight, why not give everyone lounge access?Especially in your hub, Atlanta. 3hr delay","When a flights incredibly delayed like DL3554 tonight, why not give everyone lounge access?Especially in your hub, Atlanta. 3hr delay",Fri Oct 13 03:23:50 +0000 2017,
912069,@delta why when I have a 7.5 hour layover won't you let me in the lounge? It's clearly open.,why when I have a 7.5 hour layover won't you let me in the lounge? It's clearly open.,Sat Oct 21 04:28:33 +0000 2017,
815391,@Delta definitely beats @116450 on flight comfort. Better inflight movies &amp; charging ports with all seats (no upcharge.),definitely beats on flight comfort. Better inflight movies & charging ports with all seats (no upcharge.),Sun Nov 05 13:04:11 +0000 2017,
993819,"@Delta 80,000 #deltaproud employees working for you.  Well, all except the guy who left your bag laying on the tarmac. https://t.co/UC9k40uhpl","80,000 #deltaproud employees working for you. Well, all except the guy who left your bag laying on the tarmac.",Sat Nov 25 17:01:27 +0000 2017,
1358392,I wish I could retrieve the money @delta STOLE in one of their new flight scams. I’ve been contacting them for a month and nobody responded,I wish I could retrieve the money STOLE in one of their new flight scams. I’ve been contacting them for a month and nobody responded,Mon Oct 16 12:56:02 +0000 2017,
803129,"I take it all back. @Delta came through for me. Non-disclose pact means can't reveal terms of settlement, but they made amends.","I take it all back. came through for me. Non-disclose pact means can't reveal terms of settlement, but they made amends.",Thu Oct 12 16:35:50 +0000 2017,
1411769,@Delta Yes &amp; yes,Yes & yes,Thu Nov 02 01:03:04 +0000 2017,1411770
2926846,"@Delta It’s not ‘feedback’, it’s a complaint and a criticism.","It’s not ‘feedback’, it’s a complaint and a criticism.",Wed Nov 29 05:24:47 +0000 2017,2926845
1666699,"@delta
returning flight confirmation number is GKTQ5L

please add me as an ESA on that as well, thank you!!!","returning flight confirmation number is GKTQ5L please add me as an ESA on that as well, thank you!!!",Mon Nov 06 04:18:31 +0000 2017,
324333,@Delta How often are you guys reviewing this?? We are due to leave msy on flight 1277 at 1755,How often are you guys reviewing this?? We are due to leave msy on flight 1277 at 1755,Sat Oct 07 15:36:50 +0000 2017,324328
2859158,@Delta what's with only serving a drink/snack to half the flight on both my outbound and return flights? Got screwed both times. Second guessing my decision to get the @116988 delta card,what's with only serving a drink/snack to half the flight on both my outbound and return flights? Got screwed both times. Second guessing my decision to get the delta card,Mon Nov 27 22:20:53 +0000 2017,
1336463,@DELTA first time ever flying #delta and it's for our honeymoon!!! How can we upgrade to first class for our first trip together?!?!?,first time ever flying #delta and it's for our honeymoon!!! How can we upgrade to first class for our first trip together?!?!?,Fri Oct 27 13:27:48 +0000 2017,
634165,Thanks @Delta 😘✈️,Thanks 😘✈️,Wed Nov 22 16:45:14 +0000 2017,
1397446,Heading back out! @Delta #Houston https://t.co/8NYMU2kwFd,Heading back out! #Houston,Sat Oct 28 13:42:48 +0000 2017,
178769,@Delta Rats. Thanks!,Rats. Thanks!,Wed Oct 04 15:20:41 +0000 2017,178768
602857,@Delta Received seat upgrade credit but not regular portion ticket upgrade,Received seat upgrade credit but not regular portion ticket upgrade,Sun Dec 03 22:01:55 +0000 2017,602856
1084436,"@Delta this is my 2nd international flight/mo where pilot informs us, “no Wi-Fi”.These r long flights &amp; we pay ahead of tm so do better pls!","this is my 2nd international flight/mo where pilot informs us, “no Wi-Fi”.These r long flights & we pay ahead of tm so do better pls!",Sun Oct 15 00:04:13 +0000 2017,
2912665,@612064 @Delta @470041 HR and Legal can be so understanding! 😂,HR and Legal can be so understanding! 😂,Wed Nov 29 18:10:16 +0000 2017,2912649
