tweet_id,raw,clean,created_at,in_response_to
1655932,@Delta I will continue to fly with @SouthwestAir and @158219,I will continue to fly with and,Tue Oct 17 18:42:11 +0000 2017,1655871
1655933,@Delta to be little to no air circulating in the back of the plane. It was very hot. We did have our little vents turned on but again very hot,to be little to no air circulating in the back of the plane. It was very hot. We did have our little vents turned on but again very hot,Tue Oct 17 16:40:44 +0000 2017,1655871
1655934,@Delta Once we arrived in Fort Myers the gate attendant was adamant that carry-ons were never checked at the gate on 757s. Instead of arguing,Once we arrived in Fort Myers the gate attendant was adamant that carry-ons were never checked at the gate on 757s. Instead of arguing,Tue Oct 17 16:41:59 +0000 2017,1655871
1655935,"@Delta The flight crew had to add fuel to the aircraft, furthering the delay.  Because of that 1 hour 12 minute delay we missed our connecting","The flight crew had to add fuel to the aircraft, furthering the delay. Because of that 1 hour 12 minute delay we missed our connecting",Tue Oct 17 16:35:17 +0000 2017,1655871
1655936,@Delta with her that they were on two separate occasions we proceeded to the baggage claim where we did find our carry-on. However are however,with her that they were on two separate occasions we proceeded to the baggage claim where we did find our carry-on. However are however,Tue Oct 17 16:42:58 +0000 2017,1655871
1655937,@Delta This caused great stress to my wife and myself. We did make the flight. However the flight was much less than pleasant as there was seemed,This caused great stress to my wife and myself. We did make the flight. However the flight was much less than pleasant as there was seemed,Tue Oct 17 16:39:22 +0000 2017,1655871
1655938,@Delta flight from Detroit to Fort Myers.Hopefully we would not lose our primary luggage. We were rerouted Detroit to Atlanta. Our carry-on was,flight from Detroit to Fort Myers.Hopefully we would not lose our primary luggage. We were rerouted Detroit to Atlanta. Our carry-on was,Tue Oct 17 16:37:03 +0000 2017,1655871
1655940,"@Delta Hi, I am on flight DL0258 today. I was wondering if the in flight WiFi would allow me to stream the Celtics game, thanks","Hi, I am on flight DL0258 today. I was wondering if the in flight WiFi would allow me to stream the Celtics game, thanks",Tue Oct 17 13:38:29 +0000 2017,
1655942,@Delta one of your employees found my iPhone that fell out of my bag in ATL and got it back to me. Thanked me for flying Delta! Thanks for hiring the best! #whyichoosedelta,one of your employees found my iPhone that fell out of my bag in ATL and got it back to me. Thanked me for flying Delta! Thanks for hiring the best! #whyichoosedelta,Tue Oct 17 13:45:48 +0000 2017,
1655944,I really need @Delta to let go of this sandwich for vegetarian and Hindu meals. Still nasty after all these years. https://t.co/uwcQiUrpLM,I really need to let go of this sandwich for vegetarian and Hindu meals. Still nasty after all these years.,Tue Oct 17 13:37:40 +0000 2017,
1655947,@Delta how can i find lost skymiles number? no access to old e-mail address,how can i find lost skymiles number? no access to old e-mail address,Tue Oct 17 14:30:39 +0000 2017,
1655950,Part 1 of 2 done! Next is to arrive at LAX via a @Delta B752! #TwitchCon2017,Part 1 of 2 done! Next is to arrive at LAX via a B752! #TwitchCon2017,Tue Oct 17 13:36:40 +0000 2017,
1656223,@Delta what is going on with the app/website/phone assistance?????,what is going on with the app/website/phone assistance?????,Mon Nov 06 01:43:01 +0000 2017,
1656225,@Delta Will DM you. Thanks!,Will DM you. Thanks!,Mon Nov 06 03:35:32 +0000 2017,1656224
1656226,@Delta @824 The wait time on the elite phone line is over two hours!,The wait time on the elite phone line is over two hours!,Mon Nov 06 01:42:01 +0000 2017,
1656229,"@Delta Well, I'm still on hold. If you can help me with a reservation change, it'd be great. Should I DM?","Well, I'm still on hold. If you can help me with a reservation change, it'd be great. Should I DM?",Mon Nov 06 03:32:40 +0000 2017,1656228
1656231,@Delta Should I wait another 2 hours for the reply? This is really embarrassing @Delta,Should I wait another 2 hours for the reply? This is really embarrassing,Mon Nov 06 03:42:00 +0000 2017,1656229
1656230,@Delta I have a question about my reservation. The hold time is 2 hours. How can I get the call back option that I used to get?,I have a question about my reservation. The hold time is 2 hours. How can I get the call back option that I used to get?,Mon Nov 06 01:39:41 +0000 2017,
1201416,@Delta @824 And then for good measure have consistency First and Every Time.,And then for good measure have consistency First and Every Time.,Wed Oct 25 13:07:55 +0000 2017,1201415
1201417,@Delta @824 Let’s begin with all of the negative changes made to the (lack of)Loyalty programs.,Let’s begin with all of the negative changes made to the (lack of)Loyalty programs.,Wed Oct 25 13:04:04 +0000 2017,1201415
1201418,@Delta @824 We can move on to the policies that handcuff your associates from providing quality customer services and common sense solutions.,We can move on to the policies that handcuff your associates from providing quality customer services and common sense solutions.,Wed Oct 25 13:05:27 +0000 2017,1201415
1656268,"How I️ feel about changing my name with the following airlines.
@AlaskaAir 😍
@Delta  😡
@SouthwestAir 😡 
#MarriageIsSupposedToBeFun",How I️ feel about changing my name with the following airlines. 😍 😡 😡 #MarriageIsSupposedToBeFun,Mon Nov 06 01:25:07 +0000 2017,
1656771,"I need to work at the airport. @Delta, yall hiring?","I need to work at the airport. , yall hiring?",Mon Nov 06 01:59:29 +0000 2017,
1656773,@Delta flight 5277 landed in Buffalo TWO HOURS AGO and is still sitting there just shy of the gate. Let the passengers go!,flight 5277 landed in Buffalo TWO HOURS AGO and is still sitting there just shy of the gate. Let the passengers go!,Mon Nov 06 01:58:23 +0000 2017,
1656775,@DELTA Getting a middle seat sucks so crew can get the aisle.,Getting a middle seat sucks so crew can get the aisle.,Mon Nov 06 01:59:19 +0000 2017,
1656777,"@delta What is going on with your reservations?  Wait time on hold  2+ hours,  your website is not working,  don't return calls as promised.","What is going on with your reservations? Wait time on hold 2+ hours, your website is not working, don't return calls as promised.",Mon Nov 06 01:57:34 +0000 2017,
1656779,@delta flight 1770 to MN boarded and closed-2 folks turned away as flight closed-8 testosterone guys intimidated female staff. Flight opened,flight 1770 to MN boarded and closed-2 folks turned away as flight closed-8 testosterone guys intimidated female staff. Flight opened,Mon Nov 06 01:57:22 +0000 2017,
1656781,@Delta Having again one more issue with your system,Having again one more issue with your system,Tue Nov 07 00:10:03 +0000 2017,1656780
1656782,"@Delta ... what's the story with my mileage... Can't use and can't add? So far the trip have been amazing, do not disappoint me with that","... what's the story with my mileage... Can't use and can't add? So far the trip have been amazing, do not disappoint me with that",Mon Nov 06 01:52:23 +0000 2017,
1656784,@505561 @Delta Always looking at the upside,Always looking at the upside,Mon Nov 06 01:59:08 +0000 2017,1656785
1656785,"@Delta ""Estimated departure: 9:15pm."" Now I get it, @Delta, you're forcing me to visit ALL of Detroit airport's bars. Bravo","""Estimated departure: 9:15pm."" Now I get it, , you're forcing me to visit ALL of Detroit airport's bars. Bravo",Mon Nov 06 01:56:34 +0000 2017,1656786
1656786,"@Delta My plane ""departs in 3 minutes"" ... but I'm not on the plane and the plane has no pilot","My plane ""departs in 3 minutes"" ... but I'm not on the plane and the plane has no pilot",Mon Nov 06 01:52:58 +0000 2017,1656787
1656787,"@Delta Now we're at a ""49min delay."" Yowsers. You need a tequila shots bar at this gate.","Now we're at a ""49min delay."" Yowsers. You need a tequila shots bar at this gate.",Mon Nov 06 01:43:14 +0000 2017,1656789
1656789,"@Delta We've gone from ""on time"" to ""1hr delay"" to ""on time"" to ""10min delay"" to ""on time"" to ""we don't have an aircrew"" to ""3hr delay""","We've gone from ""on time"" to ""1hr delay"" to ""on time"" to ""10min delay"" to ""on time"" to ""we don't have an aircrew"" to ""3hr delay""",Mon Nov 06 01:40:51 +0000 2017,1656790
1656790,"Well, @Delta, your gate staff are awesome and super friendly, but your timekeeping is terrible #DTWtoYOW","Well, , your gate staff are awesome and super friendly, but your timekeeping is terrible #DTWtoYOW",Mon Nov 06 01:38:54 +0000 2017,
1656792,@505563 @Delta @157228 I'm confucked why was i @ d,I'm confucked why was i @ d,Mon Nov 06 01:51:31 +0000 2017,1656793
1656793,@Delta Unlike @157228 @505562,Unlike,Sun Nov 05 19:48:10 +0000 2017,1656795
1656795,ITS LITERALLY A BOMB ON ISLAND FLIGHT #666 WBILE IM HAVING SEX WITG A PILOT @DELTA,ITS LITERALLY A BOMB ON ISLAND FLIGHT #666 WBILE IM HAVING SEX WITG A PILOT,Sun Nov 05 14:26:45 +0000 2017,
1656798,@Delta No not good enough. Over 4 hours delayed...missed my connection to Singapore. Waste of a day. You have a  problem in Seattle.,No not good enough. Over 4 hours delayed...missed my connection to Singapore. Waste of a day. You have a problem in Seattle.,Mon Nov 06 01:46:34 +0000 2017,1656799
1656800,@Delta....what is it about Seattle and snow? You guys always seem to be last to get deiced..now delayed 3 hrs diamond member not happy,....what is it about Seattle and snow? You guys always seem to be last to get deiced..now delayed 3 hrs diamond member not happy,Sun Nov 05 22:05:15 +0000 2017,
1656803,Our @Delta flight is stuck in Buffalo due to lightning. Already missed connection to SEA. Haven't eaten since 2:30pm. https://t.co/a7KFRrKYf3,Our flight is stuck in Buffalo due to lightning. Already missed connection to SEA. Haven't eaten since 2:30pm.,Mon Nov 06 01:44:33 +0000 2017,
1657410,@Delta I’m not tweeting at you for fun. Yea assistance is kinda needed,I’m not tweeting at you for fun. Yea assistance is kinda needed,Mon Nov 06 04:54:52 +0000 2017,1657409
1657411,@Delta I have been on hold for 3.5 hours with no option for a call back.  Is this broken or just horrible customer service?,I have been on hold for 3.5 hours with no option for a call back. Is this broken or just horrible customer service?,Mon Nov 06 02:13:45 +0000 2017,
1657415,@delta I'm trying to book a sit for my flight but the app is giving me problems,I'm trying to book a sit for my flight but the app is giving me problems,Mon Nov 06 02:12:59 +0000 2017,
1657417,@824 @Delta been sitting on tarmac at @118580 for 30 min. 5 hour flight from Detroit was long enough.,been sitting on tarmac at for 30 min. 5 hour flight from Detroit was long enough.,Sun Nov 05 23:03:56 +0000 2017,
1657419,"Yo @delta, Sitting on runway at DCA for 3+ hours. Could have flown to LGA 3 times now. Still on tarmac and staff’s all 🤷🏽‍♂️ - what gives?","Yo , Sitting on runway at DCA for 3+ hours. Could have flown to LGA 3 times now. Still on tarmac and staff’s all 🤷🏽‍♂️ - what gives?",Sun Nov 05 22:38:15 +0000 2017,
1657426,"@delta The website will not allow me to submit a flight change, it keeps showing and error on the review page.","The website will not allow me to submit a flight change, it keeps showing and error on the review page.",Mon Nov 06 02:10:11 +0000 2017,
1657428,@Delta  waited  for FA  to shown up then the tarmac in YYC in a cold plane for 1.5 hours.  sitting in a plane on the ground in SEA waiting 😤,waited for FA to shown up then the tarmac in YYC in a cold plane for 1.5 hours. sitting in a plane on the ground in SEA waiting 😤,Mon Nov 06 01:25:24 +0000 2017,
1657430,@Delta really bad service and poor excuses for all the flight delays.,really bad service and poor excuses for all the flight delays.,Mon Nov 06 02:10:29 +0000 2017,
1657433,@Delta i fly on dl1106 at 1030pm.  do i drop bags at. T2.  or go to T3?,i fly on dl1106 at 1030pm. do i drop bags at. T2. or go to T3?,Mon Nov 06 03:35:42 +0000 2017,
1657435,@Delta I’m trying to change my flight but the hold time is over two hours. Can you help?,I’m trying to change my flight but the hold time is over two hours. Can you help?,Mon Nov 06 02:05:52 +0000 2017,
1657437,great portrayal of @delta CS https://t.co/Dch0WYyuRv,great portrayal of CS,Mon Nov 06 02:06:17 +0000 2017,
1657439,@Delta I purchased a Delta Vacation package (15088487) and it includes ground trans &amp; a tour credit. No details are provided.,I purchased a Delta Vacation package (15088487) and it includes ground trans & a tour credit. No details are provided.,Mon Nov 06 02:03:19 +0000 2017,1657440
1657441,@Delta I give up. #Delta is the worst.,I give up. #Delta is the worst.,Sun Nov 05 23:48:41 +0000 2017,
1657443,@Delta Beautiful job on the airbus 330 retrofit cabin on DL0700 tonight to Hartford!,Beautiful job on the airbus 330 retrofit cabin on DL0700 tonight to Hartford!,Mon Nov 06 02:04:27 +0000 2017,
1582262,@Delta Trying to upgrade some seats and cannot hold for two hours. Why is the call back feature not available when I call SkyMiles number?,Trying to upgrade some seats and cannot hold for two hours. Why is the call back feature not available when I call SkyMiles number?,Mon Nov 06 02:47:24 +0000 2017,1582252
1657922,"@Delta what’s the deal with flight 3685 dtw to orf. Plane has been here for an hour, keep delaying.","what’s the deal with flight 3685 dtw to orf. Plane has been here for an hour, keep delaying.",Mon Nov 06 02:25:09 +0000 2017,
1657924,12hr delay LOL @Delta wyd?,12hr delay LOL wyd?,Mon Nov 06 02:27:55 +0000 2017,
1657927,"With how many flights I’ve taken with @Delta alone, I need a membership or something 😩 3/4 flights with them since May.","With how many flights I’ve taken with alone, I need a membership or something 😩 3/4 flights with them since May.",Mon Nov 06 02:22:19 +0000 2017,
1657929,A passenger that didn’t get his drink while boarding turned us around. @Delta flight attend did her job,A passenger that didn’t get his drink while boarding turned us around. flight attend did her job,Mon Nov 06 02:21:50 +0000 2017,
1657931,@Delta @136176 &gt;3 hours delayed &amp; for some reason other planes are passing us as we wait to take off. Really embarrassing perf today,>3 hours delayed & for some reason other planes are passing us as we wait to take off. Really embarrassing perf today,Mon Nov 06 01:12:52 +0000 2017,
1657935,@Delta your plane for flight 5380 has been sitting on the tarmac for over an hour and just now you realize it needs to be cleaned? #delays,your plane for flight 5380 has been sitting on the tarmac for over an hour and just now you realize it needs to be cleaned? #delays,Sun Nov 05 23:47:43 +0000 2017,
1658372,@Delta I wasn't accommodated. What the hell are you talking about? #deltairlines,I wasn't accommodated. What the hell are you talking about? #deltairlines,Mon Nov 06 04:40:42 +0000 2017,855112
1658374,Hey @Delta y’all suck just FYI. Makin sure to never recommend you guys.,Hey y’all suck just FYI. Makin sure to never recommend you guys.,Mon Nov 06 02:49:37 +0000 2017,
1658376,"@Delta @399683 Option to change or cancel my flight without charge due to a flight change, but experiencing technical errors when trying. Pls advise.","Option to change or cancel my flight without charge due to a flight change, but experiencing technical errors when trying. Pls advise.",Mon Nov 06 12:02:03 +0000 2017,1658375
1658379,@Delta I need to cancel a flight from Dallas to KC for today. Message me for the details?,I need to cancel a flight from Dallas to KC for today. Message me for the details?,Mon Nov 06 12:04:39 +0000 2017,1658378
1658377,@Delta hi friend. My buddy @505975 doesn’t believe you guys can help his flight needs via twitter. I️ will let you two take it from here,hi friend. My buddy doesn’t believe you guys can help his flight needs via twitter. I️ will let you two take it from here,Mon Nov 06 02:38:58 +0000 2017,
1658382,Games are not what I play @Delta for Business travel. I'm not waiting on a 2 hr + hold either. Please DM so this can be resolved. https://t.co/e5pfyBjGCJ,Games are not what I play for Business travel. I'm not waiting on a 2 hr + hold either. Please DM so this can be resolved.,Mon Nov 06 02:38:40 +0000 2017,
1658384,As always I had an amazing flight with @Delta from Atlanta to Kansas City. Great crew tonight guys,As always I had an amazing flight with from Atlanta to Kansas City. Great crew tonight guys,Mon Nov 06 02:30:20 +0000 2017,
1658805,@Delta Unacceptable to sit people for 45 minutes after landing to de board because your staff can’t use a jet ride at midnight. @Delta,Unacceptable to sit people for 45 minutes after landing to de board because your staff can’t use a jet ride at midnight.,Mon Nov 06 05:05:50 +0000 2017,1658804
1658809,@Delta Almost one hour and after we had to put all our luggage back and then sit down and then the jet bridge got fixed. Shouldn’t take that long,Almost one hour and after we had to put all our luggage back and then sit down and then the jet bridge got fixed. Shouldn’t take that long,Mon Nov 06 05:45:10 +0000 2017,1658807
1658806,Now going to another gate @Delta so pathetic 25+min and now another gate to Debord landed over 40 minutes ago. #lga get your shit together,Now going to another gate so pathetic 25+min and now another gate to Debord landed over 40 minutes ago. #lga get your shit together,Mon Nov 06 04:53:44 +0000 2017,
1658811,@delta your medical emergency flights don't combine with miles? For emergencies? Trying to put together a flight and you lose,your medical emergency flights don't combine with miles? For emergencies? Trying to put together a flight and you lose,Mon Nov 06 03:19:28 +0000 2017,
1658813,"@Delta really made me wait on a plane @ my destination for 2 whole hours. Prior to this, the flight was delayed. I fly delta every 2 weeks🙃😤","really made me wait on a plane @ my destination for 2 whole hours. Prior to this, the flight was delayed. I fly delta every 2 weeks🙃😤",Mon Nov 06 03:18:51 +0000 2017,
1658815,@Delta Lol you respond almost 2 hours later. What a joke,Lol you respond almost 2 hours later. What a joke,Mon Nov 06 23:22:04 +0000 2017,1658814
1658816,.@Delta a 2 hour hold time to talk with a rep is ridiculous. Are you serious?? Can someone on here help me out?,. a 2 hour hold time to talk with a rep is ridiculous. Are you serious?? Can someone on here help me out?,Mon Nov 06 03:11:51 +0000 2017,
1658821,"I'm at @Delta SkyClub A-B in SeaTac, WA w/ @67058 https://t.co/NUTHJxYvr9","I'm at SkyClub A-B in SeaTac, WA w/",Mon Nov 06 03:05:53 +0000 2017,
1658823,Had to drive DTW to CLE b/c was faster w/delay. @Delta I still need CLE to BDL Tues. Will I have probs bc I’m not on DTW flt? 2hrwait2call,Had to drive DTW to CLE b/c was faster w/delay. I still need CLE to BDL Tues. Will I have probs bc I’m not on DTW flt? 2hrwait2call,Mon Nov 06 03:03:03 +0000 2017,
1659347,"@Delta i mean, i had to reschedule a doc apt and work mtgs, but otherwise yeah... it was a good tasting burrito @Delta ??","i mean, i had to reschedule a doc apt and work mtgs, but otherwise yeah... it was a good tasting burrito ??",Mon Nov 06 23:00:13 +0000 2017,1659346
1659348,"thanks to @Delta flight delays pushing back my return home by 18 hours, i got to try this bacon wrapped burrito https://t.co/H3c8bJe8IB","thanks to flight delays pushing back my return home by 18 hours, i got to try this bacon wrapped burrito",Mon Nov 06 03:33:43 +0000 2017,
1659350,@Delta I was on 4480 out of Madison. Didn't miss all my connections to #YYJ bc @Delta couldn't get runway in Minneapolis at 6.00. ...,I was on 4480 out of Madison. Didn't miss all my connections to #YYJ bc couldn't get runway in Minneapolis at 6.00. ...,Mon Nov 06 10:43:42 +0000 2017,1659349
1659352,"@Delta I missed my connections the moment @Delta pushed 3.35 dep back to 4.30 bc of staffing issue. So, it's nice to say you hope ...","I missed my connections the moment pushed 3.35 dep back to 4.30 bc of staffing issue. So, it's nice to say you hope ...",Mon Nov 06 10:44:33 +0000 2017,1659350
1659353,"@Delta ...I have a better experience today, but at 12.30 yesterday you knew you couldn't get me home.","...I have a better experience today, but at 12.30 yesterday you knew you couldn't get me home.",Mon Nov 06 11:19:12 +0000 2017,1659352
1659354,@Delta I fly A LOT @Delta. I know that stuff happens—flights get delayed etc. ...,I fly A LOT . I know that stuff happens—flights get delayed etc. ...,Mon Nov 06 11:20:20 +0000 2017,1659353
1659356,"@Delta An aggressive Help Desk agent, who challenged me instead of helping me, is not acceptable.","An aggressive Help Desk agent, who challenged me instead of helping me, is not acceptable.",Mon Nov 06 11:21:39 +0000 2017,1659354
1659357,"@Delta With all delays etc. I've never been angry at an Airline. Today I am @Delta. Sorry, but you're ""sorry"" isn't enough.","With all delays etc. I've never been angry at an Airline. Today I am . Sorry, but you're ""sorry"" isn't enough.",Mon Nov 06 11:22:28 +0000 2017,1659356
1659360,@Delta Thanks for asking. Right now all I want is to get home.,Thanks for asking. Right now all I want is to get home.,Mon Nov 06 12:11:17 +0000 2017,1659358
1659362,@Delta How about reimbursing me my hotel and taxi costs? And how about ensuring help desk staff actually want to help people?,How about reimbursing me my hotel and taxi costs? And how about ensuring help desk staff actually want to help people?,Mon Nov 06 12:10:50 +0000 2017,1659359
1659351,"@Delta You have lost my business @Delta. Everyone else was kind &amp; helpful but your Help Desk agent was unconscionably rude. Signed, #strandedinMSP.","You have lost my business . Everyone else was kind & helpful but your Help Desk agent was unconscionably rude. Signed, #strandedinMSP.",Mon Nov 06 03:48:19 +0000 2017,1659363
1659363,@Delta I am stuck in strange town overnight because of you. I could have stayed in Madison. There was no need to send me here.,I am stuck in strange town overnight because of you. I could have stayed in Madison. There was no need to send me here.,Mon Nov 06 03:38:51 +0000 2017,1659364
1659364,"@Delta She REFUSED to help me. @Delta, I am aghast at this agent's treatment of me, your customer. Unacceptable.","She REFUSED to help me. , I am aghast at this agent's treatment of me, your customer. Unacceptable.",Mon Nov 06 03:38:10 +0000 2017,1659365
1659365,"@Delta She told me it wasn't @Delta's fault. YET, 3 other agents had told me delays were because of scheduling error on @Delta's part.","She told me it wasn't 's fault. YET, 3 other agents had told me delays were because of scheduling error on 's part.",Mon Nov 06 03:37:14 +0000 2017,1659366
1659366,"@Delta She was exceptionally rude. I explained I had been rebooked by @Delta &amp; was told I would get hotel voucher. She said ""Anthony was wrong.""","She was exceptionally rude. I explained I had been rebooked by & was told I would get hotel voucher. She said ""Anthony was wrong.""",Mon Nov 06 03:36:39 +0000 2017,1659367
1659367,"@Delta ...to help desk. When I said to @Delta agent ""I'm here to pick up my hotel voucher"", she responded ""What makes you think you deserve one?""","...to help desk. When I said to agent ""I'm here to pick up my hotel voucher"", she responded ""What makes you think you deserve one?""",Mon Nov 06 03:35:58 +0000 2017,1659368
1659368,@Delta I was to pick up my hotel voucher from the @Delta gate agent when I got into Minneapolis. Went to see her. She sent me down the line...,I was to pick up my hotel voucher from the gate agent when I got into Minneapolis. Went to see her. She sent me down the line...,Mon Nov 06 03:35:01 +0000 2017,1659369
1659369,"@Delta Anthony apologized &amp; said I could spent night in Minneapolis, and get home tomorrow. He then said @Delta would give me a hotel voucher.","Anthony apologized & said I could spent night in Minneapolis, and get home tomorrow. He then said would give me a hotel voucher.",Mon Nov 06 03:34:23 +0000 2017,1659370
1659370,"@Delta I knew I'd miss my other connections, so called @Delta. A very nice agent, Anthony, helped me. He couldn't get me back to west coast.","I knew I'd miss my other connections, so called . A very nice agent, Anthony, helped me. He couldn't get me back to west coast.",Mon Nov 06 03:33:26 +0000 2017,1659371
1659371,So I will never fly @Delta by choice again. Flight 1/3 delayed. Fine. But it kept getting delayed.,So I will never fly by choice again. Flight 1/3 delayed. Fine. But it kept getting delayed.,Mon Nov 06 03:32:51 +0000 2017,
1659385,Stuck eating pretzels &amp; goldfish on the ground bc my @Delta flight has been delayed over 2 hours so far and everything is closed. 😠😫,Stuck eating pretzels & goldfish on the ground bc my flight has been delayed over 2 hours so far and everything is closed. 😠😫,Mon Nov 06 03:27:02 +0000 2017,
1659387,@Delta hello I have a flight tomorrow and would like to add my known traveler number to my reservation so I can have tsa precheck pls,hello I have a flight tomorrow and would like to add my known traveler number to my reservation so I can have tsa precheck pls,Mon Nov 06 05:02:00 +0000 2017,
1659389,@Delta It made the flight back home to LAX a little bit easier.,It made the flight back home to LAX a little bit easier.,Mon Nov 06 05:06:39 +0000 2017,1659390
1659390,Thank you to Junette K who was working gate 21 at the Honolulu airport @Delta desk on 10/29/17. She was so kind to us and our 18m twins.,Thank you to Junette K who was working gate 21 at the Honolulu airport desk on 10/29/17. She was so kind to us and our 18m twins.,Mon Nov 06 05:04:55 +0000 2017,
1659393,@Delta do have an email address or way to contact you w/o a 2hr phone wait,do have an email address or way to contact you w/o a 2hr phone wait,Mon Nov 06 03:24:17 +0000 2017,
1659395,Stuck on the tarmac in this plane 90 minutes from my destination with two empty gates outside my window.  At least let me off @Delta,Stuck on the tarmac in this plane 90 minutes from my destination with two empty gates outside my window. At least let me off,Mon Nov 06 03:23:34 +0000 2017,
1659397,"@Delta @Delta To book a flight with a lap infant, do I have to call? If so, can I call after I book and just have her added?","To book a flight with a lap infant, do I have to call? If so, can I call after I book and just have her added?",Tue Nov 14 12:16:50 +0000 2017,1659396
1659400,"@Delta Can I book economy and still ensure my 3 year old also sits beside us, or would it have to be Main cabin?","Can I book economy and still ensure my 3 year old also sits beside us, or would it have to be Main cabin?",Tue Nov 14 12:20:04 +0000 2017,1659399
1659402,"@Delta Apologies. No, I’m a crazy woman traveling with two. 1 year old + 3 year old.","Apologies. No, I’m a crazy woman traveling with two. 1 year old + 3 year old.",Tue Nov 14 12:23:12 +0000 2017,1659401
1659405,@Delta Thank you for the quick answers! 🙃,Thank you for the quick answers! 🙃,Tue Nov 14 12:25:50 +0000 2017,1659404
1659398,@Delta do you offer bereavement flight fares?,do you offer bereavement flight fares?,Mon Nov 06 03:23:00 +0000 2017,
1659407,"Shout out to @Delta employees.  Maintenance issues, and they bought everyone dinner... #canes #chicken https://t.co/krrWQqmVud","Shout out to employees. Maintenance issues, and they bought everyone dinner... #canes #chicken",Mon Nov 06 03:23:03 +0000 2017,
1659409,@delta im stuck in seattle due to weather till 740am.  2hr wait on phone line w no callback option. can i get my checked bag?,im stuck in seattle due to weather till 740am. 2hr wait on phone line w no callback option. can i get my checked bag?,Mon Nov 06 03:19:17 +0000 2017,
1659608,@Delta She witnessed two of your reps get into a back and forth about that.,She witnessed two of your reps get into a back and forth about that.,Tue Oct 17 15:04:02 +0000 2017,1659607
1659609,@Delta That is where she had been bumped up to 1st and then there was a disagreement with the counter staff about her having to pay,That is where she had been bumped up to 1st and then there was a disagreement with the counter staff about her having to pay,Tue Oct 17 15:03:45 +0000 2017,1659607
1659610,@Delta Second was the flight from Atlanta,Second was the flight from Atlanta,Tue Oct 17 15:03:08 +0000 2017,1659607
1659611,@Delta With no message or heads up,With no message or heads up,Tue Oct 17 15:02:54 +0000 2017,1659607
1659612,@Delta We’re discussing the flight that started yesterday morning that went through 4 delays and her being rebooked at 8am for a flight at 8:30..,We’re discussing the flight that started yesterday morning that went through 4 delays and her being rebooked at 8am for a flight at 8:30..,Tue Oct 17 15:02:31 +0000 2017,1659607
1659613,@Delta What is her DM?,What is her DM?,Tue Oct 17 14:54:08 +0000 2017,1659614
1659615,@Delta ... on the last seat on the back of the plane. She’s traveling for a work event. As a #goldmedallion ...,... on the last seat on the back of the plane. She’s traveling for a work event. As a #goldmedallion ...,Tue Oct 17 14:46:56 +0000 2017,
1659620,@Delta why can't I speak to a human in your lost and found?,why can't I speak to a human in your lost and found?,Tue Oct 17 14:18:31 +0000 2017,
1659622,@Delta How about doing something about it instead of sending meaningless replies?! Why do you get paid? To send auto replies? Refund my gogo charge,How about doing something about it instead of sending meaningless replies?! Why do you get paid? To send auto replies? Refund my gogo charge,Tue Oct 17 14:53:52 +0000 2017,1659621
1659623,"@Delta now that you opted to provide free texting, the wifi is not useable for other things. Took 4 mins to load twitter. Awful! #canceling","now that you opted to provide free texting, the wifi is not useable for other things. Took 4 mins to load twitter. Awful! #canceling",Tue Oct 17 14:40:56 +0000 2017,
1659625,"@Delta I'd like to switch my Tuesday flight to either the 3:22 PM ATL-&gt; CDG on Friday, Nov 17 or the 8:25 PM ATL -&gt; CDG flight Friday Nov, 17.","I'd like to switch my Tuesday flight to either the 3:22 PM ATL-> CDG on Friday, Nov 17 or the 8:25 PM ATL -> CDG flight Friday Nov, 17.",Tue Oct 17 14:52:21 +0000 2017,1659624
1659627,@Delta Is that possible?,Is that possible?,Tue Oct 17 16:17:56 +0000 2017,1659625
1659626,"@Delta I am trying to switch the first leg of this flight up 4 days. Is that possible? If so, how much $? Confirmation #: GCEV6M.","I am trying to switch the first leg of this flight up 4 days. Is that possible? If so, how much $? Confirmation #: GCEV6M.",Tue Oct 17 14:27:39 +0000 2017,
1659630,@Delta : love your bag tracking updates. Well done!,: love your bag tracking updates. Well done!,Tue Oct 17 14:16:29 +0000 2017,
1659634,@Delta thank you. https://t.co/mAfUXykc4x,thank you.,Tue Oct 17 14:19:39 +0000 2017,
1659737,@Delta My flight's 4448 I have an app that tells me status. What I don't have is a flight. Neither does anyone else https://t.co/6qhEB01v0r,My flight's 4448 I have an app that tells me status. What I don't have is a flight. Neither does anyone else,Mon Nov 06 05:31:51 +0000 2017,1659736
1659738,So @delta has everyone wait at the gate for 2 hours &amp; then says the flight is going out at 10:30 am - 12.5 hours late 😡,So has everyone wait at the gate for 2 hours & then says the flight is going out at 10:30 am - 12.5 hours late 😡,Mon Nov 06 05:16:23 +0000 2017,
1659743,@Delta is flight 8959 still delayed until 1am?,is flight 8959 still delayed until 1am?,Mon Nov 06 03:31:28 +0000 2017,
1659745,@Delta I am a loyal customer for work and personal but haven't received any promotions in quite a while. Where are all of them?? 1/2,I am a loyal customer for work and personal but haven't received any promotions in quite a while. Where are all of them??,Mon Nov 06 05:25:51 +0000 2017,
1659747,SERIOUSLY?!?!?! @Delta https://t.co/hLnANwE3TK,SERIOUSLY?!?!?!,Mon Nov 06 04:12:01 +0000 2017,
